"id";"timestamp";"amount";"customer_id";"product_id"
"55997";"2014-02-05 23:08:23";"1,90";"478";"82"
"55998";"2014-02-05 23:11:53";"2,40";"610";"57"
"55999";"2014-02-05 23:13:31";"2,40";"457";"57"
"56010";"2014-02-05 23:25:34";"1,90";"798";"82"
"56012";"2014-02-05 23:28:06";"2,40";"474";"57"
"56014";"2014-02-05 23:28:25";"1,90";"808";"82"
"56018";"2014-02-05 23:31:51";"2,40";"815";"57"
"56019";"2014-02-05 23:32:32";"1,40";"689";"21"
"56024";"2014-02-05 23:51:38";"2,40";"643";"57"
"56027";"2014-02-05 23:55:46";"2,40";"610";"57"
"56124";"2014-02-10 20:28:34";"1,40";"215";"21"
"56135";"2014-02-11 13:11:48";"2,40";"643";"57"
"56142";"2014-02-11 20:16:08";"2,40";"643";"57"
"56159";"2014-02-11 20:43:19";"2,40";"643";"57"
"56170";"2014-02-11 20:55:45";"1,90";"716";"82"
"56171";"2014-02-11 20:59:34";"2,40";"843";"57"
"56180";"2014-02-11 21:04:55";"2,40";"643";"57"
"56194";"2014-02-11 21:17:34";"1,90";"868";"82"
"56234";"2014-02-11 22:14:33";"2,40";"643";"57"
"56255";"2014-02-11 22:36:05";"2,40";"796";"57"
"56279";"2014-02-11 23:01:15";"2,40";"610";"57"
"56304";"2014-02-11 23:57:07";"1,90";"793";"82"
"56305";"2014-02-11 23:57:08";"1,90";"478";"82"
"56307";"2014-02-12 00:04:31";"2,40";"643";"57"
"56371";"2014-02-12 23:10:45";"2,40";"767";"57"
"56385";"2014-02-12 23:24:48";"2,40";"610";"57"
"56388";"2014-02-12 23:31:21";"1,40";"201";"21"
"56393";"2014-02-12 23:37:26";"2,40";"798";"57"
"56430";"2014-02-14 22:02:52";"2,40";"762";"57"
"56431";"2014-02-14 22:02:52";"2,40";"762";"57"
"56440";"2014-02-18 19:00:15";"1,40";"201";"21"
"56442";"2014-02-18 20:07:08";"1,90";"201";"82"
"56443";"2014-02-18 20:31:01";"1,90";"716";"82"
"56444";"2014-02-18 20:32:11";"1,90";"868";"82"
"56446";"2014-02-18 20:32:24";"2,40";"803";"57"
"56473";"2014-02-20 22:24:16";"1,90";"507";"82"
"56503";"2014-02-22 22:48:30";"1,40";"201";"21"
"56533";"2014-02-25 12:36:07";"1,90";"478";"82"
"56534";"2014-02-25 13:15:02";"1,90";"478";"82"
"56535";"2014-02-25 13:15:46";"2,40";"457";"57"
"56547";"2014-02-25 20:08:15";"1,90";"456";"82"
"56564";"2014-02-25 20:54:56";"1,90";"788";"82"
"56570";"2014-02-25 21:26:21";"2,40";"643";"57"
"56571";"2014-02-25 21:28:08";"2,40";"579";"57"
"56577";"2014-02-25 21:33:11";"1,90";"201";"82"
"56587";"2014-02-25 21:57:44";"1,90";"798";"82"
"56600";"2014-02-25 22:20:05";"2,40";"456";"57"
"56603";"2014-02-25 22:24:04";"1,40";"832";"21"
"56619";"2014-02-25 22:53:31";"1,40";"675";"21"
"56624";"2014-02-25 22:58:47";"1,40";"707";"21"
"56628";"2014-02-25 23:00:50";"2,40";"643";"57"
"56637";"2014-02-25 23:16:03";"1,40";"779";"21"
"56639";"2014-02-25 23:22:56";"1,90";"716";"82"
"56649";"2014-02-25 23:41:46";"1,90";"478";"82"
"56652";"2014-02-25 23:48:50";"2,40";"610";"57"
"56653";"2014-02-25 23:56:55";"1,40";"647";"21"
"56669";"2014-02-26 00:23:07";"2,40";"610";"57"
"56695";"2014-02-26 21:13:18";"1,90";"478";"82"
"56726";"2014-02-26 22:42:52";"1,40";"201";"21"
"56922";"2014-02-27 21:57:59";"1,40";"819";"21"
"56923";"2014-02-27 21:57:59";"1,40";"819";"21"
"56924";"2014-02-27 21:58:17";"1,40";"852";"21"
"56925";"2014-02-27 21:58:17";"1,40";"852";"21"
"56926";"2014-02-27 21:58:30";"1,40";"819";"21"
"56941";"2014-03-02 20:54:34";"1,90";"478";"82"
"56952";"2014-03-04 20:15:21";"1,40";"201";"21"
"56954";"2014-03-04 20:25:39";"2,40";"861";"57"
"56955";"2014-03-04 20:26:14";"2,40";"824";"57"
"56956";"2014-03-04 20:27:07";"2,40";"764";"57"
"56957";"2014-03-04 20:31:20";"2,40";"803";"57"
"56960";"2014-03-04 20:40:48";"2,40";"845";"57"
"56961";"2014-03-04 20:40:48";"2,40";"845";"57"
"56966";"2014-03-04 20:50:33";"2,40";"861";"57"
"56967";"2014-03-04 20:56:08";"1,40";"787";"21"
"56968";"2014-03-04 20:56:13";"1,40";"832";"21"
"56970";"2014-03-04 21:01:10";"1,40";"764";"21"
"56975";"2014-03-04 21:21:43";"1,40";"625";"21"
"56977";"2014-03-04 21:21:58";"1,40";"393";"21"
"56993";"2014-03-04 21:42:00";"1,40";"852";"21"
"56995";"2014-03-04 21:43:34";"2,40";"699";"57"
"57010";"2014-03-04 22:10:10";"1,40";"788";"21"
"57021";"2014-03-04 22:22:17";"1,40";"393";"21"
"57027";"2014-03-04 22:29:38";"1,90";"478";"82"
"57028";"2014-03-04 22:29:38";"1,90";"478";"82"
"57029";"2014-03-04 22:31:25";"2,40";"456";"57"
"57032";"2014-03-04 22:39:02";"1,90";"729";"82"
"57067";"2014-03-04 23:51:28";"1,40";"772";"21"
"57073";"2014-03-05 00:07:28";"1,90";"610";"82"
"57075";"2014-03-05 00:08:40";"1,40";"764";"21"
"57086";"2014-03-05 22:17:16";"1,90";"201";"82"
"57099";"2014-03-05 22:54:15";"2,40";"647";"57"
"57108";"2014-03-05 23:09:29";"2,40";"830";"57"
"57126";"2014-03-05 23:50:05";"1,40";"764";"21"
"57133";"2014-03-06 00:03:49";"1,90";"12";"82"
"57135";"2014-03-06 00:12:33";"2,40";"899";"57"
"57136";"2014-03-06 00:12:34";"2,40";"474";"57"
"57153";"2014-03-06 22:44:56";"1,90";"478";"82"
"57154";"2014-03-06 22:45:25";"1,90";"766";"82"
"57156";"2014-03-06 22:45:51";"1,90";"772";"82"
"57158";"2014-03-06 23:40:06";"1,90";"826";"82"
"57174";"2014-03-11 20:27:00";"1,90";"766";"82"
"57179";"2014-03-11 20:31:13";"1,40";"201";"21"
"57184";"2014-03-11 20:50:51";"1,90";"485";"82"
"57185";"2014-03-11 20:50:51";"1,90";"485";"82"
"57216";"2014-03-11 21:36:35";"2,40";"316";"57"
"57222";"2014-03-11 21:40:33";"1,40";"764";"21"
"57226";"2014-03-11 21:47:40";"2,40";"832";"57"
"57227";"2014-03-11 21:48:04";"1,90";"478";"82"
"57310";"2014-03-11 23:38:26";"1,90";"716";"82"
"57349";"2014-03-15 21:13:13";"2,40";"647";"57"
"57416";"2014-03-16 00:25:27";"1,90";"832";"82"
"57422";"2014-03-16 01:35:40";"1,40";"201";"21"
"57423";"2014-03-16 01:39:09";"2,40";"363";"57"
"57424";"2014-03-16 01:40:19";"1,90";"868";"82"
"57426";"2014-03-16 01:41:49";"1,90";"321";"82"
"57443";"2014-03-18 20:38:24";"1,40";"788";"21"
"57444";"2014-03-18 20:38:31";"1,40";"764";"21"
"57447";"2014-03-18 20:48:06";"2,40";"478";"57"
"57460";"2014-03-18 21:38:14";"1,90";"478";"82"
"57471";"2014-03-18 22:22:00";"1,90";"201";"82"
"57472";"2014-03-18 22:27:11";"2,40";"610";"57"
"57478";"2014-03-18 23:03:07";"2,40";"610";"57"
"57482";"2014-03-18 23:12:53";"1,90";"456";"82"
"57483";"2014-03-18 23:18:49";"2,40";"610";"57"
"57493";"2014-03-18 23:46:08";"2,40";"610";"57"
"57494";"2014-03-18 23:50:39";"1,90";"478";"82"
"57526";"2014-03-20 14:06:29";"1,90";"810";"82"
"57546";"2014-03-20 21:09:58";"1,40";"764";"21"
"57551";"2014-03-20 21:43:46";"2,40";"832";"57"
"57554";"2014-03-20 23:07:27";"1,40";"764";"21"
"57581";"2014-03-21 22:16:05";"1,90";"814";"82"
"57582";"2014-03-21 22:16:13";"2,40";"861";"57"
"57586";"2014-03-24 13:16:26";"1,90";"803";"82"
"57587";"2014-03-24 13:16:26";"1,90";"803";"82"
"57593";"2014-03-25 20:19:02";"2,40";"843";"57"
"57599";"2014-03-25 21:04:21";"1,40";"803";"21"
"57603";"2014-03-25 21:09:01";"2,40";"832";"57"
"57625";"2014-03-25 22:06:35";"1,40";"852";"21"
"57628";"2014-03-25 22:11:46";"1,40";"655";"21"
"57639";"2014-03-25 22:25:20";"2,40";"643";"57"
"57641";"2014-03-25 22:25:28";"2,40";"832";"57"
"57640";"2014-03-25 22:25:28";"2,40";"832";"57"
"57646";"2014-03-25 22:39:14";"2,40";"655";"57"
"57668";"2014-03-26 00:18:48";"1,40";"201";"21"
"57687";"2014-03-26 22:29:38";"1,40";"635";"21"
"57689";"2014-03-26 22:38:34";"2,40";"655";"57"
"57701";"2014-03-26 23:06:03";"2,40";"758";"57"
"57703";"2014-03-26 23:14:58";"2,40";"587";"57"
"57711";"2014-03-26 23:43:18";"2,40";"777";"57"
"57712";"2014-03-26 23:43:47";"1,90";"456";"82"
